member_id,Agente,Email,Data,Status,Time,Canal,Contrato
a1R3j000003na7oEAA,Abney Cardinale,abney.cardinale@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT
a1R3j0000043rzkEAA,Doak Teel,doak.teel@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT
a1R3j000003gGHzEAM,Upton Dodd,upton.dodd@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000002bCYbEAM,Dancy Hollingsworth,dancy.hollingsworth@casedisponibilidade.br,2022-02-09,Ativo,Time1,Chat,CLT
a1R1L000008dS6CUAU,Threatt Eads,threatt.eads@casedisponibilidade.br,2022-02-27,Ativo,Time1,Chat,CLT
a1R3j000003gHJgEAM,Osgood Peeler,osgood.peeler@casedisponibilidade.br,2022-02-10,Ativo,Time1,Chat,CLT
a1R1L000008dajzUAA,Julius Nalley,julius.nalley@casedisponibilidade.br,2022-02-08,Ativo,Time2,Chat,CLT
a1R3j000003gHJvEAM,Mccurry Borkowski,mccurry.borkowski@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j000002bCoiEAE,Hawkes Cowell,hawkes.cowell@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R3j000002b8bZEAQ,Farwell Hiller,farwell.hiller@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R3j0000043s1qEAA,Dockery Bartell,dockery.bartell@casedisponibilidade.br,2022-02-28,Ativo,Time3,Chat,CLT
a1R3j000003gGI6EAM,Hollis Bloch,hollis.bloch@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R3j000003ncfREAQ,Ancheta Foti,ancheta.foti@casedisponibilidade.br,2022-02-04,Ativo,Time3,Chat,CLT
a1R3j000003gHJxEAM,Beltz Fisk,beltz.fisk@casedisponibilidade.br,2022-02-25,Ativo,Time1,Chat,CLT
a1R3j000002b8bKEAQ,Minnich Boutte,minnich.boutte@casedisponibilidade.br,2022-02-13,Ativo,Time1,Chat,CLT
a1R3j000003nb45EAA,Woodyard Harry,woodyard.harry@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j000002bCYjEAM,Tapp Windom,tapp.windom@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT*
a1R3j000003gEBqEAM,Burrow Graham,burrow.graham@casedisponibilidade.br,2022-02-16,Ativo,Time1,Chat,CLT
a1R3j000003ncMTEAY,Solano Bushey,solano.bushey@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R3j000002b8aSEAQ,Treece Kahler,treece.kahler@casedisponibilidade.br,2022-02-18,Férias,Time1,Chat,CLT
a1R3j000003gEBuEAM,Hundley Phillips,hundley.phillips@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R3j000002b5j8EAA,Melchor Colucci,melchor.colucci@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000003nb3wEAA,Holbert Neri,holbert.neri@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT
a1R3j000002b8asEAA,Sisk Guyer,sisk.guyer@casedisponibilidade.br,2022-02-24,Ativo,Time2,Chat,CLT
a1R3j0000043sWXEAY,Western Deegan,western.deegan@casedisponibilidade.br,2022-02-27,Ativo,Time2,Chat,CLT
a1R3j0000043oEhEAI,Davies Bauman,davies.bauman@casedisponibilidade.br,2022-02-10,Ativo,Time1,Chat,CLT
a1R1L000008deewUAA,Pearson Simmons,pearson.simmons@casedisponibilidade.br,2022-02-05,Ativo,Time2,Chat,CLT
a1R3j000003gHJeEAM,Threadgill Dennis,threadgill.dennis@casedisponibilidade.br,2022-02-25,Ativo,Time1,Chat,CLT
a1R3j000003gDxoEAE,Camarena Elliott,camarena.elliott@casedisponibilidade.br,2022-02-12,Ativo,Time1,Chat,CLT
a1R3j000002b5jFEAQ,Fontenot Kim,fontenot.kim@casedisponibilidade.br,2022-02-26,Ativo,Time2,Chat,CLT
a1R3j000003gHKKEA2,Munday Moreira,munday.moreira@casedisponibilidade.br,2022-02-21,Ativo,Time1,Chat,CLT
a1R3j000003gHJrEAM,Baur Preece,baur.preece@casedisponibilidade.br,2022-02-06,Ativo,Time1,Chat,CLT
a1R3j0000043oExEAI,Clift Tiffany,clift.tiffany@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT
a1R3j0000043rzjEAA,Mullinax Bergin,mullinax.bergin@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j000003na7eEAA,Colter Seely,colter.seely@casedisponibilidade.br,2022-02-13,Ativo,Time1,Chat,CLT
a1R3j000002b8bPEAQ,Dykstra Butler,dykstra.butler@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j0000043sz4EAA,Doss Barrier,doss.barrier@casedisponibilidade.br,2022-02-27,Ativo,Time1,Chat,CLT
a1R3j000003gEBdEAM,Thorton Clouse,thorton.clouse@casedisponibilidade.br,2022-02-11,Ativo,Time2,Chat,CLT
a1R3j000003ndySEAQ,Fisher Louis,fisher.louis@casedisponibilidade.br,2022-02-22,Ativo,Time3,Chat,CLT
a1R3j000003nb4DEAQ,Casillas Freed,casillas.freed@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT
a1R3j0000043szKEAQ,Kennedy Housley,kennedy.housley@casedisponibilidade.br,2022-02-10,Ativo,Time1,Chat,CLT
a1R3j000003gGIqEAM,Pointer Leone,pointer.leone@casedisponibilidade.br,2022-02-18,Ativo,Time1,Chat,CLT
a1R1L000007POQyUAO,Verdin Felker,verdin.felker@casedisponibilidade.br,2022-02-23,Ativo,Time3,Chat,CLT
a1R3j000003na7qEAA,Brogdon Catlin,brogdon.catlin@casedisponibilidade.br,2022-02-03,Ativo,Time1,Chat,CLT
a1R3j000002b8aSEAQ,Treece Kahler,treece.kahler@casedisponibilidade.br,2022-02-10,Férias,Time1,Chat,CLT
a1R3j000003ndC3EAI,Scharf Ault,scharf.ault@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j0000043rzYEAQ,Slater Monge,slater.monge@casedisponibilidade.br,2022-02-07,Ativo,Time2,Chat,CLT
a1R3j000003ncfWEAQ,Cowen Stagner,cowen.stagner@casedisponibilidade.br,2022-02-05,Ativo,Time3,Chat,CLT
a1R3j000003ncMXEAY,Beaver Eidson,beaver.eidson@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j000002b72wEAA,Bays Lien,bays.lien@casedisponibilidade.br,2022-02-18,Ativo,Time1,Chat,CLT
a1R41000004AuxMEAS,Cordes Bannon,cordes.bannon@casedisponibilidade.br,2022-02-25,Ativo,Time2,Chat,CLT
a1R3j000003gHO9EAM,Deeds Mallett,deeds.mallett@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT*
a1R3j000003gHJgEAM,Osgood Peeler,osgood.peeler@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT
a1R3j000003na8GEAQ,Minnick Gaston,minnick.gaston@casedisponibilidade.br,2022-02-12,Ativo,Time1,Chat,CLT
a1R3j000003gHOLEA2,Sena Deyo,sena.deyo@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j000003gHPJEA2,Daigle Branham,daigle.branham@casedisponibilidade.br,2022-02-25,Ativo,Time1,Chat,CLT
a1R3j0000043sW4EAI,Roop Worley,roop.worley@casedisponibilidade.br,2022-02-16,Ativo,Time1,Chat,CLT
a1R3j0000043ruoEAA,Ivey Hesse,ivey.hesse@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT*
a1R3j000002b5j9EAA,Goldberg Mcmullin,goldberg.mcmullin@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j0000043rzTEAQ,Enoch Feder,enoch.feder@casedisponibilidade.br,2022-02-21,Ativo,Time2,Chat,CLT
a1R3j000002bCYjEAM,Tapp Windom,tapp.windom@casedisponibilidade.br,2022-02-16,Ativo,Time1,Chat,CLT*
a1R3j000003gEBhEAM,Mateo Defelice,mateo.defelice@casedisponibilidade.br,2022-02-14,Ativo,Time2,Chat,CLT
a1R3j000003gEChEAM,Whitmire Windsor,whitmire.windsor@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j000002bAakEAE,Cloud Pare,cloud.pare@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT
a1R3j000003gHJoEAM,Rand Bell,rand.bell@casedisponibilidade.br,2022-02-13,Ativo,Time1,Chat,CLT
a1R3j000003na8OEAQ,Linderman Thiel,linderman.thiel@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R3j000003nb4AEAQ,Roger Kovacs,roger.kovacs@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R3j000003ndBZEAY,Hyman Mauro,hyman.mauro@casedisponibilidade.br,2022-02-09,Ativo,Time1,Chat,CLT
a1R3j000003gEBaEAM,Cantrell Kunkle,cantrell.kunkle@casedisponibilidade.br,2022-02-27,Ativo,Time1,Chat,CLT
a1R3j0000043oExEAI,Clift Tiffany,clift.tiffany@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R3j000003gDbyEAE,Schulz Unknow,schulz.unknow@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT*
a1R3j000003ndCGEAY,Husted Bingaman,husted.bingaman@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT
a1R3j0000043szQEAQ,Collette Hadden,collette.hadden@casedisponibilidade.br,2022-02-09,Ativo,Time1,Chat,CLT
a1R3j000003ndBkEAI,Lotz Dorman,lotz.dorman@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R3j000002bCoaEAE,Dobbins Sevilla,dobbins.sevilla@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT
a1R3j000003gFV2EAM,Beesley Wasserman,beesley.wasserman@casedisponibilidade.br,2022-02-12,Ativo,Time2,Chat,CLT
a1R3j0000043sW1EAI,Lukens Anson,lukens.anson@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT
a1R3j000002b73WEAQ,Nolin Curley,nolin.curley@casedisponibilidade.br,2022-02-02,Ativo,Time1,Chat,CLT
a1R3j000003gGIBEA2,Posner Babin,posner.babin@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT*
a1R3j000002b8bREAQ,Dudek Pepper,dudek.pepper@casedisponibilidade.br,2022-02-21,Ativo,Time1,Chat,CLT
a1R3j0000043sWOEAY,Hagood Cushing,hagood.cushing@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,TCE
a1R3j000003gHOnEAM,Randall Sonnier,randall.sonnier@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j000002bCoyEAE,Hurst Stedman,hurst.stedman@casedisponibilidade.br,2022-02-06,Ativo,Time2,Chat,CLT
a1R3j0000043sWiEAI,Hansen Conwell,hansen.conwell@casedisponibilidade.br,2022-02-09,Ativo,Time1,Chat,CLT
a1R3j000003ncMcEAI,Kushner Wagoner,kushner.wagoner@casedisponibilidade.br,2022-02-24,Ativo,Time1,Chat,CLT
a1R1L000008dfmGUAQ,Tremblay Galvan,tremblay.galvan@casedisponibilidade.br,2022-02-20,Ativo,Time3,Chat,CLT
a1R3j000003gEBuEAM,Hundley Phillips,hundley.phillips@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R1L000007IvtrUAC,Pardue Brownlee,pardue.brownlee@casedisponibilidade.br,2022-02-27,Ativo,Time1,Chat,CLT
a1R3j000003gHKGEA2,Hotchkiss Ducharme,hotchkiss.ducharme@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT
a1R3j000002bCoxEAE,Goldsberry Hearne,goldsberry.hearne@casedisponibilidade.br,2022-02-13,Ativo,Time1,Chat,CLT
a1R3j000003ndC6EAI,Westlund Wooldridge,westlund.wooldridge@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j000002bCYbEAM,Dancy Hollingsworth,dancy.hollingsworth@casedisponibilidade.br,2022-02-17,Férias,Time1,Chat,CLT
a1R3j0000043rzkEAA,Doak Teel,doak.teel@casedisponibilidade.br,2022-02-09,Ativo,Time1,Chat,CLT
a1R3j000003gECCEA2,Upchurch Rigney,upchurch.rigney@casedisponibilidade.br,2022-02-10,Ativo,Time1,Chat,CLT
a1R3j000002bBohEAE,Danielson Caffey,danielson.caffey@casedisponibilidade.br,2022-02-06,Ativo,Time3,Chat,CLT
a1R3j000002b8arEAA,Pape Stock,pape.stock@casedisponibilidade.br,2022-02-09,Ativo,Time2,Chat,CLT
a1R3j000002bC02EAE,Chapple Romine,chapple.romine@casedisponibilidade.br,2022-02-21,Ativo,Time1,Chat,CLT
a1R1L000008deeyUAA,Butcher Milliken,butcher.milliken@casedisponibilidade.br,2022-02-14,Ativo,Time1,Chat,CLT
a1R3j000003ncMOEAY,Winton Fritz,winton.fritz@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j0000043szREAQ,Durkin Thrift,durkin.thrift@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R1L00000F91tSUAR,East Petterson,east.petterson@casedisponibilidade.br,2022-02-27,Ativo,Time1,Chat,CLT
a1R3j0000043sWbEAI,Reitz Fleck,reitz.fleck@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,TCE
a1R3j0000043sxDEAQ,Leos Darden,leos.darden@casedisponibilidade.br,2022-02-25,Ativo,Time3,Chat,CLT
a1R3j000003gHKUEA2,Ardoin Pearl,ardoin.pearl@casedisponibilidade.br,2022-02-22,Ativo,Time2,Chat,CLT
a1R3j0000043nigEAA,Duprey Mcnew,duprey.mcnew@casedisponibilidade.br,2022-02-18,Ativo,Time3,Chat,CLT
a1R3j000003gHKVEA2,Waters Lakin,waters.lakin@casedisponibilidade.br,2022-02-17,Ativo,Time1,Chat,CLT
a1R3j000003gHJxEAM,Beltz Fisk,beltz.fisk@casedisponibilidade.br,2022-02-06,Ativo,Time1,Chat,CLT
a1R3j0000043s1kEAA,Mackenzie Benn,mackenzie.benn@casedisponibilidade.br,2022-02-06,Ativo,Time3,Chat,CLT
a1R3j000003gHJtEAM,Neeley Cosentino,neeley.cosentino@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT*
a1R3j000003nb4WEAQ,Wyman Wimmer,wyman.wimmer@casedisponibilidade.br,2022-02-20,Ativo,Time1,Chat,CLT
a1R1L000008cZzMUAU,Eichelberger Wilbourn,eichelberger.wilbourn@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R3j000003nb3zEAA,Faucher Fast,faucher.fast@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j0000043sziEAA,Peeples Forde,peeples.forde@casedisponibilidade.br,2022-02-17,Ativo,Time1,Chat,CLT*
a1R3j0000043sWOEAY,Hagood Cushing,hagood.cushing@casedisponibilidade.br,2022-02-20,Ativo,Time1,Chat,TCE
a1R3j000003gGYsEAM,Fender Jarman,fender.jarman@casedisponibilidade.br,2022-02-27,Ativo,Time3,Chat,CLT
a1R3j000002b5igEAA,Ralston Battle,ralston.battle@casedisponibilidade.br,2022-02-14,Ativo,Time1,Chat,CLT
a1R3j000003gGHzEAM,Upton Dodd,upton.dodd@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R3j0000043sWIEAY,Horning Carter,horning.carter@casedisponibilidade.br,2022-02-12,Ativo,Time1,Chat,CLT
a1R3j0000043oEOEAY,Barnett Velasquez,barnett.velasquez@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R3j000003gGIhEAM,Parisi Hipp,parisi.hipp@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000003na8PEAQ,Winner Sasser,winner.sasser@casedisponibilidade.br,2022-02-07,Ativo,Time1,Chat,CLT
a1R1L000008dfmGUAQ,Tremblay Galvan,tremblay.galvan@casedisponibilidade.br,2022-02-03,Ativo,Time3,Chat,CLT
a1R3j000003ndBiEAI,Hockenberry Bussey,hockenberry.bussey@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R3j000003gHK0EAM,Dunford Brandon,dunford.brandon@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT*
a1R1L000007IvtrUAC,Pardue Brownlee,pardue.brownlee@casedisponibilidade.br,2022-02-06,Ativo,Time1,Chat,CLT
a1R3j000003ncMGEAY,Ching Burkhalter,ching.burkhalter@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j000003ndBcEAI,Saiz Cordoba,saiz.cordoba@casedisponibilidade.br,2022-02-16,Ativo,Time1,Chat,CLT
a1R3j000003gHOOEA2,Wimberly Groom,wimberly.groom@casedisponibilidade.br,2022-02-10,Ativo,Time1,Chat,CLT
a1R3j0000043sWIEAY,Horning Carter,horning.carter@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT
a1R3j0000043syoEAA,Bastian Giddings,bastian.giddings@casedisponibilidade.br,2022-02-03,Ativo,Time1,Chat,CLT
a1R3j000003gGYsEAM,Fender Jarman,fender.jarman@casedisponibilidade.br,2022-02-19,Ativo,Time3,Chat,CLT
a1R3j000003gDbyEAE,Schulz Unknow,schulz.unknow@casedisponibilidade.br,2022-02-25,Ativo,Time1,Chat,CLT*
a1R3j0000043rz3EAA,Donley Chapa,donley.chapa@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R3j000003ncMhEAI,Ragsdale Geary,ragsdale.geary@casedisponibilidade.br,2022-02-21,Ativo,Time1,Chat,CLT
a1R3j000003ndCFEAY,Richburg Finkelstein,richburg.finkelstein@casedisponibilidade.br,2022-02-07,Ativo,Time1,Chat,CLT
a1R3j000003gHOnEAM,Randall Sonnier,randall.sonnier@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000002b5igEAA,Ralston Battle,ralston.battle@casedisponibilidade.br,2022-02-16,Ativo,Time1,Chat,CLT
a1R3j000003nb4IEAQ,Lazo Chavira,lazo.chavira@casedisponibilidade.br,2022-02-20,Ativo,Time1,Chat,CLT*
a1R41000004BNEkEAO,Rudnick Halter,rudnick.halter@casedisponibilidade.br,2022-02-14,Ativo,Time1,Chat,CLT
a1R3j000002bBohEAE,Danielson Caffey,danielson.caffey@casedisponibilidade.br,2022-02-05,Ativo,Time3,Chat,CLT
a1R3j0000043oECEAY,Bourgeois Girard,bourgeois.girard@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT
a1R1L000008dhvDUAQ,Yarborough Larrabee,yarborough.larrabee@casedisponibilidade.br,2022-02-20,Ativo,Time2,Chat,CLT
a1R1L000008deexUAA,Parish Bogart,parish.bogart@casedisponibilidade.br,2022-02-16,Ativo,Time1,Chat,CLT
a1R3j000002bBq2EAE,Paynter Fitz,paynter.fitz@casedisponibilidade.br,2022-02-04,Ativo,Time3,Chat,CLT
a1R3j000002bColEAE,Redding Eskew,redding.eskew@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R3j000003na8HEAQ,Leboeuf Rolle,leboeuf.rolle@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT
a1R3j000002b8ajEAA,Hardcastle Kauffman,hardcastle.kauffman@casedisponibilidade.br,2022-02-24,Ativo,Time1,Chat,CLT
a1R3j0000043sx8EAA,Lark Lawlor,lark.lawlor@casedisponibilidade.br,2022-02-28,Ativo,Time3,Chat,CLT
a1R3j000003gHOTEA2,Lapp August,lapp.august@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j000003gHPEEA2,Bonin Yung,bonin.yung@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j0000043sz4EAA,Doss Barrier,doss.barrier@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R3j0000043obeEAA,Calabrese Keister,calabrese.keister@casedisponibilidade.br,2022-02-06,Ativo,Time3,Chat,CLT
a1R3j0000043sVVEAY,Lees Pease,lees.pease@casedisponibilidade.br,2022-02-17,Ativo,Time1,Chat,CLT
a1R3j000002bBq2EAE,Paynter Fitz,paynter.fitz@casedisponibilidade.br,2022-02-15,Ativo,Time3,Chat,CLT
a1R3j000003gHOUEA2,Lanham Lawton,lanham.lawton@casedisponibilidade.br,2022-02-17,Ativo,Time1,Chat,CLT*
a1R3j000003gECkEAM,Prickett Byers,prickett.byers@casedisponibilidade.br,2022-02-27,Ativo,Time2,Chat,CLT
a1R1L000008dfbNUAQ,Parmenter Munson,parmenter.munson@casedisponibilidade.br,2022-02-28,Ativo,Time2,Chat,CLT
a1R3j000003gHKgEAM,Hester Revis,hester.revis@casedisponibilidade.br,2022-02-06,Ativo,Time1,Chat,CLT
a1R3j000003gHKHEA2,Sunderland Glick,sunderland.glick@casedisponibilidade.br,2022-02-21,Ativo,Time1,Chat,CLT*
a1R1L00000F91thUAB,Dixon Hillard,dixon.hillard@casedisponibilidade.br,2022-02-07,Ativo,Time2,Chat,CLT
a1R3j000002b742EAA,Lunde Verduzco,lunde.verduzco@casedisponibilidade.br,2022-02-14,Ativo,Time1,Chat,CLT
a1R3j0000043oF0EAI,Hudson Lao,hudson.lao@casedisponibilidade.br,2022-02-07,Ativo,Time1,Chat,CLT
a1R3j000002b8b1EAA,Morrison Holcombe,morrison.holcombe@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j000003na8QEAQ,Derosa Leong,derosa.leong@casedisponibilidade.br,2022-02-20,Ativo,Time1,Chat,CLT
a1R3j000003gHL3EAM,Perreira Petrie,perreira.petrie@casedisponibilidade.br,2022-02-10,Ativo,Time3,Chat,CLT
a1R3j000002bCopEAE,Tolman Riley,tolman.riley@casedisponibilidade.br,2022-02-06,Ativo,Time1,Chat,CLT
a1R3j0000043s1nEAA,Kyle Corwin,kyle.corwin@casedisponibilidade.br,2022-02-13,Ativo,Time3,Chat,CLT
a1R3j0000043sW5EAI,Jamerson Burnside,jamerson.burnside@casedisponibilidade.br,2022-02-09,Ativo,Time2,Chat,CLT
a1R3j0000043ruoEAA,Ivey Hesse,ivey.hesse@casedisponibilidade.br,2022-02-10,Ativo,Time1,Chat,CLT*
a1R3j000003gHP7EAM,Meyers Imes,meyers.imes@casedisponibilidade.br,2022-02-27,Ativo,Time1,Chat,CLT*
a1R3j000003gHJhEAM,Lutz Brady,lutz.brady@casedisponibilidade.br,2022-02-18,Ativo,Time1,Chat,CLT
a1R1L000008dfbNUAQ,Parmenter Munson,parmenter.munson@casedisponibilidade.br,2022-02-16,Ativo,Time2,Chat,CLT
a1R3j0000043sWOEAY,Hagood Cushing,hagood.cushing@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,TCE
a1R3j0000043rzLEAQ,Safford Drees,safford.drees@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j0000043rzkEAA,Doak Teel,doak.teel@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j000003gHKeEAM,Telford Ricciardi,telford.ricciardi@casedisponibilidade.br,2022-02-24,Ativo,Time1,Chat,CLT
a1R3j000003nb4GEAQ,Carman Bova,carman.bova@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT
a1R3j000003nb45EAA,Woodyard Harry,woodyard.harry@casedisponibilidade.br,2022-02-03,Ativo,Time1,Chat,CLT
a1R3j000003gFV5EAM,Estep Duvall,estep.duvall@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R3j000002bCYjEAM,Tapp Windom,tapp.windom@casedisponibilidade.br,2022-02-13,Ativo,Time1,Chat,CLT*
a1R3j0000043rzMEAQ,Grantham Arnold,grantham.arnold@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R3j000003gHKNEA2,Eng Fenn,eng.fenn@casedisponibilidade.br,2022-02-21,Ativo,Time1,Chat,CLT
a1R1L00000F91tAUAR,Smythe Gregor,smythe.gregor@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT
a1R3j000003gHJwEAM,Mcdowell Jansen,mcdowell.jansen@casedisponibilidade.br,2022-02-16,Ativo,Time1,Chat,CLT
a1R3j000003gHP8EAM,Mccool Whisenhunt,mccool.whisenhunt@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R1L000008deewUAA,Pearson Simmons,pearson.simmons@casedisponibilidade.br,2022-02-04,Ativo,Time2,Chat,CLT
a1R3j0000043sWFEAY,Fennell Theriot,fennell.theriot@casedisponibilidade.br,2022-02-07,Ativo,Time1,Chat,CLT
a1R3j000003gGI9EAM,Purser Rivard,purser.rivard@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000002b5jZEAQ,Raney Pegram,raney.pegram@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j000002b5jOEAQ,Carbone Knisley,carbone.knisley@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT
a1R1L000008cZzUUAU,Stanton Sandidge,stanton.sandidge@casedisponibilidade.br,2022-02-09,Ativo,Time2,Chat,CLT
a1R3j000003ndBiEAI,Hockenberry Bussey,hockenberry.bussey@casedisponibilidade.br,2022-02-12,Ativo,Time1,Chat,CLT
a1R1L000007IvtrUAC,Pardue Brownlee,pardue.brownlee@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j000003gDxoEAE,Camarena Elliott,camarena.elliott@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT
a1R3j000003gGI9EAM,Purser Rivard,purser.rivard@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT
a1R3j000002b5j5EAA,Hammers Kisner,hammers.kisner@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT
a1R3j000003gHL4EAM,Wigfall Laney,wigfall.laney@casedisponibilidade.br,2022-02-14,Ativo,Time3,Chat,CLT
a1R3j0000043sW2EAI,Stowers Neubauer,stowers.neubauer@casedisponibilidade.br,2022-02-21,Ativo,Time2,Chat,CLT
a1R1L000008deewUAA,Pearson Simmons,pearson.simmons@casedisponibilidade.br,2022-02-25,Ativo,Time2,Chat,CLT
a1R3j000002b73rEAA,Keys Wiggs,keys.wiggs@casedisponibilidade.br,2022-02-15,Férias,Time1,Chat,CLT
a1R3j000002b8bHEAQ,Romo Applewhite,romo.applewhite@casedisponibilidade.br,2022-02-27,Ativo,Time1,Chat,CLT
a1R3j0000043rzJEAQ,Quiroz Lafave,quiroz.lafave@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R3j000003nb3zEAA,Faucher Fast,faucher.fast@casedisponibilidade.br,2022-02-13,Ativo,Time1,Chat,CLT
a1R3j000003ncfaEAA,Harrod Santoyo,harrod.santoyo@casedisponibilidade.br,2022-02-23,Ativo,Time3,Chat,CLT
a1R3j000003gECeEAM,Rembert Larsen,rembert.larsen@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j0000043oEXEAY,Barba Rodriguez,barba.rodriguez@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R3j000002bBoVEAU,Campagna Mier,campagna.mier@casedisponibilidade.br,2022-02-22,Ativo,Time3,Chat,CLT
a1R3j000003gHKIEA2,Amey Kaye,amey.kaye@casedisponibilidade.br,2022-02-10,Ativo,Time1,Chat,CLT
a1R3j000003gECEEA2,Billingsley Otoole,billingsley.otoole@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT
